mol_weight,logP,hbd,hba,tpsa,qed,aromatic_rings,num_rotatable_bonds,num_heavy_atoms,num_rings,fraction_csp3,num_aliphatic_rings,num_saturated_rings,hallkier,labuteASA,balabanJ,chi0,chi1,kappa1,kappa2
178.14000000000001,-3.0132000000000008,4,6,107.22000000000001,0.31840703330404735,0,1,12,1,0.8333333333333334,1,1,-0.6900000000000002,68.01013278461804,2.700156133679265,9.300964908321225,5.5745860626699715,9.39841732979664,3.359310173331615
150.12999999999997,-2.7397000000000005,4,5,97.99000000000001,0.3258384035161683,0,4,10,0,0.8,0,0,-0.48999999999999994,57.53747659424378,3.7958538659364676,8.146264369941973,4.629427617536366,9.510000000000002,4.345142282145318
182.172,-3.5854000000000004,6,6,121.38000000000001,0.2612626527203185,0,5,12,0,1.0,0,0,-0.24000000000000002,69.32936411298864,3.9851644508585786,9.723614639131599,5.540111220059325,11.760000000000002,5.413461330448892
195.147,-4.827799999999996,5,7,141.28,0.29598246509816506,0,5,13,0,0.8333333333333334,0,0,-0.7300000000000002,73.49088621303243,4.235100562818548,10.593858127134677,5.9127900201214985,12.27,5.097846203396706
182.172,-3.5854000000000004,6,6,121.38000000000001,0.2612626527203185,0,5,12,0,1.0,0,0,-0.24000000000000002,69.32936411298864,3.9851644508585786,9.723614639131599,5.540111220059325,11.760000000000002,5.413461330448892
60.07999999999999,-2.9811000000000005,3,0,77.63,0.20590783832139156,0,0,4,0,0.0,0,0,-0.73,24.104383421119774,2.8030394876740514,3.5773502691896257,1.7320508075688772,3.2700000000000005,0.7105286343612336
498.95799999999997,6.348200000000002,0,0,0.0,0.29562773987903634,0,6,26,0,1.0,0,0,-0.7100000000000006,137.97549528399315,6.612913906399524,22.0,10.75,25.289999999999996,5.891526884883233
338.03799999999995,4.652200000000001,0,0,0.0,0.6573124695290601,0,3,20,0,1.0,0,0,-0.9800000000000004,98.88145724077988,6.082753304270882,17.0,8.25,19.019999999999996,4.25639196464711
148.06999999999996,-4.791999999999999,2,6,120.72,0.41393291432195567,0,3,10,0,0.5,0,0,-1.1400000000000001,55.33405657989094,4.069511908932012,8.309401076758503,4.464101615137755,8.86,3.1362532686222435
180.206,-2.9170000000000003,2,6,80.25999999999999,0.45600714707583334,0,3,10,0,0.5,0,0,-0.3600000000000001,68.05572240230237,4.069511908932012,8.309401076758503,4.464101615137755,9.64,3.7221553831437983
227.36700000000002,0.20189999999999997,0,4,72.42,0.49890548238244237,0,2,10,0,1.0,0,0,0.98,72.26561523124516,3.6740840671621777,8.414213562373096,4.207106781186548,10.980000000000002,3.586407118703888
122.14399999999999,-3.0559999999999996,4,3,88.33000000000001,0.3203621375944015,0,3,8,0,1.0,0,0,-0.16,47.556669324620124,3.5832125652604643,6.621320343559643,3.6819805153394642,7.840000000000001,2.9852263467168973
92.09400000000001,-1.6681000000000001,3,3,60.69,0.3814944322102414,0,2,6,0,1.0,0,0,-0.12,35.851836513210806,2.7541847860376616,4.99156383156272,2.808060412490447,5.88,3.0849180327868857
227.08499999999998,-1.0200999999999996,0,9,157.11,0.373165924670519,0,8,15,0,1.0,0,0,-2.4,80.63081361107673,3.9922055468289943,11.844934982691242,6.913591357920934,12.6,6.114543066241321
124.23,0.20690000000000003,3,3,20.23,0.44939966785564955,0,2,6,0,1.0,0,0,0.6599999999999999,48.57350233562222,2.7541847860376616,4.99156383156272,2.808060412490447,6.66,3.836678445229682
188.017,2.7462999999999997,0,0,0.0,0.5123885421431201,0,0,11,0,1.0,0,0,-0.56,54.79341848003265,4.748408577925169,9.5,4.5,10.44,2.21087366383301
197.381,2.5084999999999997,0,0,0.0,0.523506439863351,0,0,7,0,1.0,0,0,0.5599999999999999,51.7716131835279,3.5411969650799016,6.077350269189626,2.943375672974064,7.5600000000000005,2.2188995290698688
184.49099999999996,2.3528000000000002,0,1,9.23,0.4728712952679373,0,2,10,0,1.0,0,0,-0.10000000000000006,57.71362372764249,3.7348237213155926,8.361807319565798,4.337222523091416,9.900000000000002,3.337834264767743
168.03599999999997,2.0835,0,1,9.23,0.5732475481548114,0,2,10,0,1.0,0,0,-0.46,51.575892903687055,3.7348237213155926,8.361807319565798,4.337222523091416,9.54,3.087489500901739
100.01400000000001,1.991,0,0,0.0,0.4081112544268904,0,0,6,0,0.0,0,0,-0.54,31.076731721746842,3.675948764555208,5.1547005383792515,2.6427344100918364,5.46,1.7910255068496828
75.06700000000001,-3.0218,1,2,67.77,0.36015453982010076,0,1,5,0,0.5,0,0,-0.5700000000000001,29.39983969147865,2.847378923087672,4.284457050376173,2.270055610029662,4.43,1.7215451895043727
189.09899999999996,-5.252599999999999,1,7,140.62,0.45490401855989,0,5,13,0,0.5,0,0,-1.63,72.22546290872793,4.619312134964085,10.646264369941973,5.7763801118468425,11.370000000000001,3.853986625290123
184.491,2.3528000000000002,0,1,9.23,0.48329409286155045,0,3,10,0,1.0,0,0,-0.10000000000000003,57.71362372764249,3.8655589302387363,8.361807319565798,4.359877892410453,9.900000000000002,3.337834264767743
114.05599999999998,-2.9576000000000002,0,4,80.25999999999999,0.35910182469264323,0,2,8,0,0.0,0,0,-1.32,45.05598604331467,3.668626461933803,6.568914100752346,3.625897657686229,6.68,2.7879637132919783
175.212,-5.518999999999999,4,2,133.78,0.18820514205567684,0,5,12,0,0.6666666666666666,0,0,-1.3,70.43471202895063,3.4399088073379387,9.560477932315068,5.5365812602091875,10.7,5.363379355687048
191.32299999999995,-4.379799999999996,5,3,97.28999999999999,0.2256517299959658,0,10,13,0,1.0,0,0,-0.2,80.62321377345536,2.7581498184332935,9.778174593052025,6.414213562373096,12.800000000000002,11.8
232.04499999999996,-4.908099999999999,2,7,174.25,0.45601795640800974,0,4,13,0,1.0,0,0,0.21999999999999995,73.70607554731124,5.2174153304994375,10.914213562373096,5.560660171779821,13.22,3.762656887002616
214.22699999999998,-3.2562999999999978,2,4,107.44,0.3424280782293522,0,7,12,0,1.0,0,0,0.42,76.01187493526038,3.0623984211130764,9.449747468305834,5.560660171779821,12.42,6.884882140897875
183.178,-2.9957999999999965,2,2,95.41,0.47494487322869744,0,5,12,0,0.8333333333333334,0,0,-0.7500000000000002,68.53056965193026,4.294403781538301,9.776020881938894,5.44741151772795,11.25,4.318944290550939
246.07199999999997,-4.517999999999999,2,7,174.25,0.4588666001695877,0,5,14,0,1.0,0,0,0.21999999999999995,80.07101766170787,5.0834598703953215,11.621320343559642,6.060660171779821,14.22,4.384126812949213
116.07199999999999,-2.733599999999999,0,4,80.25999999999999,0.40048958238818094,0,3,8,0,0.5,0,0,-1.06,45.74558907549893,3.1818458670936187,6.568914100752346,3.625897657686229,6.9399999999999995,3.009687481832753
131.131,-2.6724999999999994,1,3,84.84,0.4511127524795086,0,4,9,0,0.6,0,0,-0.8999999999999999,52.65618813471223,3.2762115375101843,7.276020881938894,4.163902460147014,8.1,4.026688004877305
103.097,-1.4912,1,3,60.36,0.4729916505510875,0,3,7,0,0.75,0,0,-0.5700000000000001,41.58406697545516,2.8219389370591843,5.698670612749268,3.270055610029662,6.43,3.614162062615101
146.146,-3.3876999999999997,2,3,110.86000000000001,0.43105659848413314,0,4,10,0,0.6,0,0,-1.1,57.996078831724944,3.4907296603908136,8.146264369941973,4.536581260209188,8.9,3.8375573921028465
610.6240000000004,-10.649200000000011,6,14,332.2,0.05189784291745381,0,21,40,0,0.6,0,0,-3.6200000000000006,234.66767527603693,5.179728699200385,30.827698166887178,18.631713168482182,36.379999999999995,19.440529279750443
131.175,-1.4613999999999996,1,2,67.77,0.46314420521927496,0,5,9,0,0.8333333333333334,0,0,-0.5700000000000001,54.85960814906508,2.8288681349096856,7.112884175122364,4.270055610029662,8.43,5.564589502018842
186.20699999999997,-0.7830999999999997,0,4,80.25999999999999,0.4654357947101322,0,8,13,0,0.7777777777777778,0,0,-1.06,77.570299647482,2.9961049979124525,10.104448006685086,6.125897657686229,11.94,7.581959097553653
289.21999999999997,-8.827100000000007,1,9,168.2,0.38774074976352496,0,11,20,0,0.6,0,0,-2.1999999999999997,113.36642080676489,4.494378506622938,15.706742302257043,9.201285058155639,17.8,8.824913727800691
390.32500000000016,-12.19230000000001,2,11,212.76999999999998,0.2522071834967765,0,16,27,0,0.6428571428571429,0,0,-2.7700000000000005,153.54177878679445,4.845969157230808,20.982763184195935,12.488978758390344,24.229999999999993,12.561799023672194
148.254,-3.6599999999999975,4,2,82.3,0.28068212126577025,0,7,10,0,1.0,0,0,-0.16,62.343467361054095,2.6476048489438337,7.6568542494923815,4.914213562373096,9.839999999999998,8.840000000000002
807.114,-2.016,8,9,199.89,0.11004906552258675,1,12,33,1,0.5,0,0,-0.4200000000000004,229.705749706114,3.7091665384080965,25.292164260954436,15.54654893530744,30.610693677102518,14.859594544848171
141.193,-0.5385999999999997,1,4,57.2,0.4148740150028596,0,2,7,0,1.0,0,0,0.2599999999999999,47.8878958156685,3.602196822415083,5.914213562373096,3.0606601717798214,7.26,2.5385500296067867
78.16,-0.8418999999999999,2,1,27.64,0.3826710259651885,0,1,4,0,1.0,0,0,0.31,31.599150502640594,1.9747448713915894,3.414213562373095,1.914213562373095,4.309999999999998,3.3099999999999983
60.008,-2.447,0,3,63.19,0.3115551865739392,0,0,4,0,0.0,0,0,-0.73,22.489240632265343,2.8030394876740514,3.5773502691896257,1.7320508075688772,3.2700000000000005,0.7105286343612336
122.97999999999999,-2.7566,0,5,103.32,0.3511209936301175,0,1,7,0,0.0,0,0,-0.38,38.746414800809205,4.089860350657716,6.077350269189626,2.9433756729740645,6.619999999999999,1.614379875216004
60.056,-0.9762000000000002,2,1,69.11,0.3705073514035382,0,0,4,0,0.0,0,0,-0.73,23.580554521898744,2.8030394876740514,3.5773502691896257,1.7320508075688772,3.2700000000000005,0.7105286343612336
76.05499999999999,-0.9561000000000002,3,2,75.35000000000001,0.2566436062791168,0,0,5,0,0.0,0,0,-0.77,28.538798260168065,2.8473789230876716,4.284457050376173,2.270055610029662,4.230000000000002,1.5395975232198151
200.05299999999997,2.4232000000000005,0,1,9.23,0.6216574973922095,0,2,12,0,1.0,0,0,-0.53,62.10637042100989,4.451370337553119,9.99156383156272,5.192705340840036,11.47,3.461460988295771
299.761,0.03840000000000088,1,2,52.629999999999995,0.8082001689273878,2,1,21,3,0.125,1,0,-2.1699999999999995,126.85484871791323,2.418329091565916,14.819626477379408,10.185871848001627,13.796676031583202,5.675616837124532
266.34,4.604600000000004,2,2,40.46,0.7966718656376948,2,3,20,2,0.1111111111111111,0,0,-2.4799999999999995,118.8874114519642,2.438615446571036,14.535169427003234,9.651397005390976,13.940303308780653,6.109872347952556
389.4330000000001,-1.3447999999999978,3,6,137.41,0.5329001090884236,1,5,27,3,0.2777777777777778,2,1,-2.7799999999999994,159.26557050154196,1.7379852245863512,19.71481399176481,12.84544301049907,18.994733071859827,7.453069069184643
540.7080000000002,1.4296000000000009,4,8,142.70000000000002,0.1783385860432622,0,2,36,2,0.625,2,1,-2.47,219.50883788876257,2.5523357390988037,26.827698166887178,17.02698356085113,29.758327793297926,14.315165593975907
230.63899999999998,-2.902000000000001,5,5,158.53,0.2570199231054272,1,1,15,1,0.0,0,0,-2.09,89.32025691101963,3.0922445639981553,11.585421958697399,6.913591357920933,10.98745933384973,3.964406732215082
191.13899999999998,-1.2782000000000004,1,6,91.06000000000002,0.43155692563569314,0,2,13,2,1.0,2,2,-0.9200000000000002,73.29418295544856,1.9795730634118363,9.422285251880869,6.1815405503520555,8.668240795294073,3.0924599501601997
472.5600000000001,-9.87980000000001,10,9,276.27000000000004,0.17527246986130965,0,6,32,3,1.0,3,3,-0.5599999999999999,185.05057667605533,1.6991706468763768,23.739758018147143,15.081825115717523,26.05189361507292,10.793525832364557
589.6400000000003,-11.291400000000017,13,13,338.41999999999996,0.11261916795307127,0,10,40,3,0.9545454545454546,3,3,-1.1700000000000006,229.26453997686886,1.847903728536342,29.886022388089117,18.85188072574718,33.33353043559944,14.335134540622352
208.234,-4.6791999999999945,6,5,105.59000000000002,0.27955883457048564,0,3,14,1,1.0,1,1,-0.24000000000000002,82.01901710626,2.659759423062189,10.71517847069432,6.612590865130757,11.832674418604652,5.01417687680998
228.20799999999997,-2.1388,3,7,123.49,0.5273624425093523,1,2,16,2,0.625,1,1,-1.5100000000000002,90.32262349834102,2.2326555210648866,11.706742302257043,7.613392202930193,10.989791406271816,4.160618689082901
157.21299999999997,-1.2153999999999996,1,2,67.77,0.5458999990576172,0,2,11,1,0.875,1,1,-0.5700000000000001,66.58366122432906,2.297820229194632,8.267584713501616,5.236382105218448,8.525877277085332,3.715479048307071
688.7240000000002,-12.235799999999983,16,12,397.7099999999999,0.09514221222336533,0,10,48,2,0.6,2,1,-5.100000000000001,272.9637351337751,2.536247057427808,35.965526368391856,22.678380566242105,39.080156806990416,18.898444244919528
316.4250000000001,0.4411800000000004,2,3,91.97000000000001,0.7741474045762651,0,2,23,6,0.8888888888888888,6,6,-1.12,136.36217110585034,1.429914447688683,15.982763184195939,10.929200659489414,14.242287958452874,4.285781409313042
198.15399999999997,-2.430299999999999,1,5,89.89999999999999,0.49810221425073736,0,2,14,2,0.5,2,2,-1.56,79.3774710935529,2.260380417872786,10.292528739883947,6.6470657077414055,9.013093820861677,2.984456401438413
620.6980000000003,-13.196099999999989,13,13,362.83000000000004,0.1139254720592708,0,9,42,4,1.0,4,4,-0.7600000000000001,241.0249047549276,1.4955996060936319,31.04072292646837,19.83504397334157,34.11963401992747,14.121320888468812
488.5350000000001,-10.15860000000001,11,11,289.09000000000003,0.16668878438019422,0,6,33,3,1.0,3,3,-0.6,189.29915348343462,1.722064446047075,24.610001506150223,15.50934547064609,26.99525419145484,10.983748429196504
620.6740000000003,-12.445700000000013,13,14,355.42,0.11378611440763892,0,9,42,4,1.0,4,4,-0.7600000000000001,240.47924781011088,1.4955996060936319,31.04072292646837,19.83504397334157,34.11963401992747,14.121320888468812
598.4690000000003,-6.180999999999993,2,21,333.87,0.17426319014651107,0,10,35,2,1.0,2,2,-0.7200000000000003,196.74591140567534,2.4327903482542683,26.982763184195935,15.65139700539098,30.50354368807236,10.948186633084958
146.142,-1.4942000000000004,2,4,58.92,0.4366832812212584,0,0,10,2,1.0,2,2,-0.16,58.3678572561599,2.0917705580984776,7.1378282015046945,4.787693700234703,6.543966449258588,2.1655790225487195
236.13599999999997,-1.0622000000000003,0,8,123.20000000000002,0.44641049179076997,0,4,16,2,1.0,2,2,-1.68,88.22050865473719,1.9481182350126691,11.706742302257043,7.575387400469408,10.825150352105474,4.058235634177362
103.10099999999998,-2.3417000000000003,2,2,65.97,0.36051314089362796,0,0,7,1,0.6666666666666666,1,1,-0.6100000000000001,40.582162812742915,2.4784387393909566,5.276020881938894,3.304530452640311,4.546494522691706,1.4756857516681554
243.30800000000002,-0.5378999999999998,2,4,81.25999999999999,0.5018518828602037,0,5,16,2,0.8,2,2,-0.9099999999999999,98.35218009520544,1.703040654393498,11.543605595440512,7.664703797946448,11.571752540962677,4.9476486864612665
236.23099999999997,-0.21050000000000008,2,5,93.03,0.7521450742487875,2,2,17,3,0.5,1,1,-1.7300000000000002,96.07932400188179,2.016013441752289,11.828062645816686,8.292024997884274,10.425630003932902,3.935096028973356
167.197,0.5976899999999998,3,4,83.38,0.5014913838271434,2,0,11,2,0.0,0,0,-1.43,66.6798429593036,3.0243071363836074,7.8449349826912425,5.270856947829096,6.291056810075463,2.0257943511578227
152.182,1.0154899999999998,2,3,57.36,0.5538546640663036,2,0,10,2,0.0,0,0,-1.23,61.33995226229089,3.0929120500200673,6.974691494688164,4.877010097711744,5.5469276784676005,1.878150869481981
209.25300000000001,-0.13029999999999975,2,5,95.11,0.49592964212759716,1,1,15,2,0.5555555555555556,1,1,-1.72,88.08743730234191,2.27402509492688,10.836498814253964,7.181540550352055,9.820608400222834,3.7990994713070263
362.3900000000002,-1.808099999999996,4,5,150.28,0.4703300603695736,1,6,26,3,0.5625,2,2,-2.91,149.43833383616243,1.7381836139597804,18.681433796945207,12.452397498181154,17.89839309295623,7.543538500658854
112.15599999999999,-0.8058999999999998,2,1,56.32,0.5164360622148277,1,2,8,1,0.4,0,0,-0.8300000000000001,47.929986447263715,2.500248651523409,5.819990956308912,3.931851652578137,5.309470013947001,2.470712071659608
129.094,-0.5088000000000001,2,3,71.77000000000001,0.4952172017431901,1,0,9,1,0.0,0,0,-1.39,49.537647281372706,3.3360928870055955,6.8533711511285205,4.198377302757662,5.7414060446780555,1.8479763724759515
406.90700000000004,6.609000000000001,2,2,40.46,0.550692990866757,2,2,21,2,0.07692307692307693,0,0,-0.22000000000000003,150.26150430563968,2.641450020385574,15.894823035455904,9.734958562966852,17.1388771933375,6.492314723370736
1137.748,4.178800000000002,2,6,138.46,0.2860001245138803,2,9,34,2,0.2,0,0,0.6999999999999997,276.3133432387788,1.9401188960620233,25.739758018147146,15.844019468247481,30.920951125548257,14.018756346066317
1285.906,3.4650000000000007,2,10,175.38,0.15675509195220425,2,19,44,2,0.38461538461538464,0,0,0.54,334.95717684318595,1.4985248222186827,32.81082583001262,20.844019468247474,40.71374099977068,21.498024950863435
361.39300000000003,4.421500000000001,0,1,9.23,0.43041976642477936,1,2,14,1,0.1111111111111111,0,0,0.17999999999999988,110.8106368857416,2.8475953526799422,10.55204176387779,6.647065707741407,12.25052186177715,5.915919136468101
408.32600000000014,1.2996999999999994,1,3,78.66000000000001,0.6120792453127949,2,4,28,3,0.4375,1,0,-2.6299999999999994,154.48354340992924,1.6262839581617268,20.63746372257519,13.057569213703694,20.113235134596483,7.414058798688895
247.25099999999998,-0.4550000000000003,2,6,90.37,0.7349748054075844,1,2,16,2,0.5,1,1,-1.1200000000000003,94.23244507909337,2.2806743088881563,11.706742302257043,7.613392202930192,11.36791629919611,4.39854613917551
130.078,-0.7977000000000001,2,2,65.72,0.482564502908463,1,0,9,1,0.0,0,0,-1.3900000000000001,48.359278684403755,3.5238977189940166,6.8533711511285205,4.198377302757663,5.741406044678055,1.8479763724759504
252.101,0.3472,2,3,68.96000000000001,0.7426114143470837,1,5,15,1,0.5,0,0,-0.94,96.01987786303066,2.995398845423752,11.259148545064338,7.185070510202191,12.131123755334281,5.823744329532788
296.20099999999996,-0.8039000000000001,3,5,104.55000000000001,0.6622919739385444,1,2,20,2,0.6,1,1,-1.6500000000000001,108.78615524360087,2.4347714655785477,15.076985790260121,9.23540067085834,14.752753573837042,5.0352101647717875
246.194,-1.6836,3,5,104.55000000000001,0.5776171321259124,1,2,17,2,0.5555555555555556,1,1,-1.51,94.0901423233518,2.335396041923273,12.576985790260121,8.024075805453151,11.960432307137284,4.39657731316238
354.1,-1.2181000000000002,3,5,104.55000000000001,0.5780298846367379,1,2,17,2,0.5555555555555556,1,1,-0.71,109.1864450414692,2.335396041923273,12.576985790260121,8.024075805453151,12.739314771557625,4.881735942153658
246.121,0.027299999999999935,4,3,64.05,0.5284351250734268,1,1,15,2,0.2222222222222222,1,0,-1.13,97.46186831300982,2.271812843553217,10.836498814253964,7.164703797946448,10.38990598638096,4.1632748855545625
775.864,1.8737999999999997,1,4,100.06,0.4697772394756119,2,5,24,2,0.13333333333333333,0,0,0.38999999999999985,192.8341016838807,2.3026315545255014,18.016143379015546,11.18444830575003,20.698879781823408,8.854709094425365
775.864,1.8737999999999997,1,4,100.06,0.4697772394756119,2,5,24,2,0.13333333333333333,0,0,0.38999999999999985,192.8341016838807,2.3026315545255014,18.016143379015546,11.18444830575003,20.698879781823408,8.854709094425365
309.62100000000004,-2.4115200000000003,2,7,162.25,0.5743674366769347,1,2,21,1,0.0,0,0,-3.12,121.28623987161359,3.240796786543988,16.154336059449747,9.756126613022028,15.935928411633109,6.355429338595204
1701.2060000000006,4.838100000000016,25,46,777.9800000000005,0.01979820055574047,10,21,122,11,0.07894736842105263,1,1,-18.14,671.4985559808038,1.0869592554847818,89.38168180339886,57.35198676372963,84.76157135170422,33.360105148652956
305.16400000000004,0.2882000000000006,2,4,120.32,0.8152117113429302,1,2,16,1,0.0,0,0,-0.3800000000000001,102.2392687521159,3.7245203625070777,12.7236146391316,7.031710636090996,13.684020486555697,4.13183848976301
511.50800000000027,-3.7812999999999963,5,11,225.5,0.1535621111691649,2,10,35,3,0.3,1,0,-3.360259740259741,227.83254019576606,4.3199910536191775e-06,24.827698166887178,16.188779603399603,27.881085624087078,12.374327903556846
473.4460000000002,-0.7310999999999974,7,9,219.83999999999997,0.21313148229853152,2,10,34,3,0.3,1,0,-4.620000000000001,191.7167722005419,1.6167861257976965,24.827698166887178,16.188779603399603,24.030936463775323,10.331188737541911
338.46400000000006,-2.6873999999999985,5,5,177.44,0.20397470278311036,1,7,20,1,0.375,0,0,-1.37,124.28559613101791,2.3669851097896517,15.173362107437434,9.25983881233692,16.683676865271067,7.422318703285096
408.4170000000001,-2.7175999999999965,2,10,168.57999999999998,0.3750667341517135,1,6,27,3,0.26666666666666666,2,1,-2.86,160.28710385294377,1.7779363707554143,19.71481399176481,12.790601455632677,18.91702372429312,7.404179606036687
92.525,0.624,0,1,12.53,0.34136654878129535,0,1,5,1,1.0,1,1,0.24999999999999997,35.88011555948209,1.9989394851788977,3.698670612749268,2.431851652578137,3.4404761904761907,1.1492
136.114,0.058499999999999885,2,4,74.69,0.5365398515296618,2,0,10,2,0.0,0,0,-1.65,55.74385933568674,2.950090305322589,6.974691494688164,4.877010097711744,5.159860161857645,1.6629234524260401
987.6674983999998,7.433800000000001,0,5,81.65,0.10144721411582663,3,0,33,5,0.05,2,0,0.6099999999999998,260.50131090851056,2.0541299450535324,24.143381700969833,15.428169788710647,25.267568005250713,8.58415148211094
393.8460000000001,1.0931999999999988,1,4,93.01000000000002,0.8443878491133551,2,3,27,4,0.47368421052631576,2,2,-2.1199999999999997,159.8662499049892,1.9767555251185864,19.29216426095444,12.879917853109722,18.252967565442383,6.798871129427487
380.66200000000003,0.8210000000000004,3,5,118.35999999999999,0.6564465021990212,1,2,20,2,0.25,1,0,-0.29000000000000015,130.0264217244649,2.6743266515390722,15.292528739883949,9.02069250059882,16.086960723854123,5.16408527073321
389.8860000000001,1.2295000000000003,3,5,118.35999999999999,0.6571692284800612,1,2,24,4,0.42857142857142855,3,1,-1.1300000000000001,144.90827661783854,1.7594575057214996,17.275656403009393,11.148815038336078,16.34447116346503,5.183065702402646
